Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2006T3;14,2637
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2006T2;13,3938
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2006T1;13,7138
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2005T4;11,481
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2005T3;10,1468
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2005T2;10,7288
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2005T1;7,9611
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2004T4;6,3382
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2004T3;6,5986
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2004T2;4,07
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2004T1;5,313
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2003T4;7,5076
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2003T3;8,0271
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2003T2;9,6528
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2003T1;9,9535
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2002T4;8,1575
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2002T3;7,0496
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2002T2;6,4332
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2002T1;6,0367
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2001T4;8,8043
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2001T3;10,2394
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2001T2;12,2002
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2001T1;12,9331
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2000T4;12,0741
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2000T3;11,8787
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2000T2;10,8531
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;2000T1;9,8373
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1999T4;9,2021
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1999T3;9,5649
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1999T2;8,5696
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1999T1;10,0444
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1998T4;9,308
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1998T3;9,6865
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1998T2;10,0489
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1998T1;8,9642
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1997T4;9,6692
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1997T3;6,5603
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1997T2;8,2141
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1997T1;7,6267
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1996T4;7,033
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1996T3;9,9967
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1996T2;7,8343
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1996T1;8,0901
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1995T4;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1995T3;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1995T2;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Variación anual;1995T1;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2025T2;64.781
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2025T1;64.678
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2024T4;64.999
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2024T3;63.812
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2024T2;61.191
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2024T1;61.422
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2023T4;61.437
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2023T3;59.547
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2023T2;56.971
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2023T1;56.997
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2022T4;58.680
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2022T3;55.193
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2022T2;52.847
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2022T1;53.587
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2021T4;52.932
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2021T3;52.773
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2021T2;51.821
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2021T1;52.790
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2020T4;52.767
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2020T3;51.102
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2020T2;50.035
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2020T1;50.728
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2019T4;51.373
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2019T3;50.823
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2019T2;50.557
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2019T1;50.119
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2018T4;49.102
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2018T3;48.839
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2018T2;48.288
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2018T1;47.905
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2017T4;47.723
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2017T3;47.006
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2017T2;47.104
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2017T1;46.843
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2016T4;46.064
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2016T3;46.279
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2016T2;46.029
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2016T1;45.762
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2015T4;45.321
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2015T3;44.981
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2015T2;44.628
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2015T1;44.908
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2014T4;44.006
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2014T3;43.601
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2014T2;43.510
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2014T1;43.617
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2013T4;43.754
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2013T3;43.664
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2013T2;43.614
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2013T1;44.505
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2012T4;41.177
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2012T3;44.293
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2012T2;44.580
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2012T1;45.113
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2011T4;45.381
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2011T3;46.003
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2011T2;46.051
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2011T1;45.637
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2010T4;45.710
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2010T3;46.135
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2010T2;45.709
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2010T1;45.533
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2009T4;45.543
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2009T3;45.938
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2009T2;45.881
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2009T1;44.300
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2008T4;43.981
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2008T3;42.956
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2008T2;42.950
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2008T1;42.069
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2007T4;40.406
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2007T3;39.024
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2007T2;39.016
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2007T1;38.153
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2006T4;37.103
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2006T3;36.226
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2006T2;35.685
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2006T1;35.039
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2005T4;34.533
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2005T3;33.761
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2005T2;33.054
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2005T1;32.251
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2004T4;32.034
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2004T3;31.471
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2004T2;30.591
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2004T1;30.282
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2003T4;29.611
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2003T3;29.029
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2003T2;28.735
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2003T1;28.157
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2002T4;27.387
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2002T3;26.992
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2002T2;26.418
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2002T1;25.890
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2001T4;25.781
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2001T3;24.993
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2001T2;24.796
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2001T1;24.462
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2000T4;24.078
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2000T3;23.563
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2000T2;23.233
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;2000T1;22.731
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009);Dato base;1999T4;22.139
